,clf,clf__adaboost__learning_rate,clf__adaboost__n_estimators,mean_test_neg_log_loss,std_test_neg_log_loss,mean_test_brier,std_test_brier,mean_test_f1_weighted,std_test_f1_weighted
0,adaboost_classifier,0.1,50,-0.8290936188256692,0.005384761103593288,,,0.8302155216408684,0.0065649364371092875
